32,928.0
33,928.0
33,928.0
34,928.0
34,936.0
34,928.0
36,948.0
36,928.0
36,928.0
36,928.0
37,936.0
37,928.0
38,928.0
38,948.0
38,928.0
40,928.0
41,928.0
44,928.0
45,940.0
45,928.0
47,928.0
49,1670.4
49,1670.4
50,1670.4
50,1670.4
50,1670.4
50,1670.4
51,1670.4
51,1670.4
51,1670.4
51,1670.4
52,1694.4
52,1670.4
52,1670.4
52,1670.4
53,1670.4
53,1670.4
54,1670.4
54,1670.4
54,1670.4
54,1670.4
54,1670.4
54,1670.4
55,1670.4
56,1670.4
56,1670.4
56,1670.4
56,1682.4
55,1670.4
56,1670.4
57,1670.4
57,1670.4
57,1698.4
58,1670.4
58,1670.4
60,1670.4
60,1670.4
62,1670.4
62,1670.4
65,2412.8
66,1670.4
67,2436.8
66,2412.8
67,2412.8
67,2436.8
68,2412.8
68,2456.8
67,2456.8
68,2420.8
68,2412.8
68,2412.8
69,2412.8
69,2436.8
69,2412.8
70,2412.8
70,2412.8
71,2412.8
71,2464.8
71,2436.8
71,2464.8
72,2412.8
72,2412.8
72,2412.8
73,2420.8
73,1670.4
74,2412.8
72,2412.8
73,2420.8
73,2412.8
74,2412.8
75,2412.8
76,2412.8
75,2436.8
75,2412.8
76,2456.8
79,2412.8
78,2420.8
79,2412.8
81,3155.2
81,2412.8
81,3191.2
84,3155.2
84,3155.2
85,3155.2
85,3155.2
85,3155.2
86,3155.2
86,3155.2
86,3163.2
86,3155.2
87,3155.2
86,3163.2
87,3215.2
88,3155.2
88,3155.2
88,3155.2
88,3155.2
88,3199.2
89,3155.2
87,3163.2
89,3163.2
89,3183.2
90,3183.2
88,3179.2
89,3155.2
90,3155.2
90,3167.2
91,3155.2
91,3155.2
91,3199.2
90,3155.2
92,3163.2
92,3163.2
92,3155.2
91,3183.2
93,3155.2
93,3155.2
94,3155.2
95,3155.2
94,3199.2
94,3167.2
95,3155.2
96,3155.2
96,3155.2
97,3155.2
98,3155.2
99,3155.2
99,3897.6
101,3155.2
103,3957.6
102,3155.2
103,3155.2
104,3909.6
104,3921.6
102,3897.6
104,3909.6
104,3155.2
105,3925.6
105,3155.2
107,3921.6
107,3897.6
107,3897.6
106,3949.6
107,3921.6
107,3925.6
109,3953.6
110,3897.6
109,3897.6
109,3905.6
111,3897.6
110,3925.6
111,3897.6
110,3921.6
112,3897.6
111,3897.6
113,3925.6
114,3897.6
114,3897.6
113,3897.6
113,3909.6
114,3905.6
115,3909.6
115,3897.6
115,3897.6
117,3905.6
116,3897.6
117,3897.6
115,3897.6
117,4676.0
117,3909.6
117,3897.6
119,3897.6
117,3905.6
120,3905.6
119,3897.6
119,3897.6
121,4708.0
121,4640.0
121,3917.6
123,3897.6
123,4676.0
121,3155.2
125,3897.6
128,4664.0
126,3897.6
127,4640.0
128,4640.0
129,4640.0
132,4640.0
131,3897.6
132,4640.0
134,4648.0
131,4652.0
136,4648.0
136,5406.4
135,4640.0
136,4640.0
135,4640.0
134,4640.0
134,4640.0
138,5406.4
136,4640.0
138,4652.0
138,4652.0
137,4652.0
139,4640.0
138,5410.4
137,4640.0
139,4640.0
141,5390.4
140,4640.0
141,4648.0
141,4652.0
142,4640.0
140,4652.0
143,4652.0
145,5406.4
144,4652.0
145,5390.4
147,5382.4
147,4640.0
148,5382.4
150,5382.4
146,5410.4
150,5390.4
152,5382.4
151,5390.4
153,5382.4
154,4640.0
154,5402.4
155,5410.4
154,5406.4
156,5382.4
158,5394.4
156,5390.4
156,5410.4
156,5410.4
160,5382.4
160,6148.8
162,5382.4
161,5382.4
162,5434.4
162,6124.8
161,5382.4
162,5382.4
161,5382.4
167,6124.8
167,6148.8
166,5382.4
168,5382.4
168,5394.4
168,5382.4
168,6124.8
167,6148.8
170,6164.8
172,6148.8
169,6152.8
169,5382.4
173,6148.8
175,6160.8
175,5382.4
177,6164.8
177,6152.8
179,6124.8
179,6148.8
180,6124.8
183,6124.8
183,6124.8
187,5410.4
195,6895.2
196,7693.6
199,6879.2
205,5761.6
204,7637.6
217,5394.4
223,5410.4
227,5785.6
234,7246.4
247,8380.0
254,5410.4
